Rank,Website,Category,Rank Change,Avg. Visit Duration,Pages / Visit,Bounce Rate,Fetched From
8,santagostino.it,Health > Womens Health,2,00:02:00,2.12,71.84%,Health
9,mamari.jp,Health > Womens Health,1,00:01:21,2.01,66.07%,Health
10,24baby.nl,Health > Womens Health,1,00:02:30,2.92,51.28%,Health
11,llsdzktnxwnnr.com,Health > Womens Health,=,00:00:25,1.24,84.31%,Health
12,eltern.de,Health > Womens Health,1,00:01:09,1.91,71.78%,Health
13,magicmaman.com,Health > Womens Health,1,00:00:59,1.65,68.51%,Health
14,cartaodetodos.com.br,Health > Womens Health,1,00:03:36,2.63,39.45%,Health
15,dcurbanmom.com,Health > Womens Health,1,00:06:17,6.16,44.94%,Health
16,happylifetherapy.fr,Health > Womens Health,3,00:01:43,3.37,27.76%,Health
17,rund-ums-baby.de,Health > Womens Health,3,00:01:29,2.14,71.5%,Health
18,reproduccionasistida.org,Health > Womens Health,=,00:01:33,1.82,67.49%,Health
19,clearblue.com,Health > Womens Health,3,00:00:53,1.56,69.5%,Health
20,babycentre.co.uk,Health > Womens Health,1,00:01:15,2.06,66.54%,Health
21,helloclue.com,Health > Womens Health,1,00:00:33,1.5,72.71%,Health
22,acog.org,Health > Womens Health,1,00:01:18,1.91,66.35%,Health
23,zwangerschapspagina.nl,Health > Womens Health,6,00:03:27,2.3,60.44%,Health
24,pigeon.info,Health > Womens Health,2,00:00:33,1.27,85.43%,Health
25,nostrofiglio.it,Health > Womens Health,1,00:01:54,1.81,68.07%,Health
26,tommys.org,Health > Womens Health,1,00:01:14,1.99,69.77%,Health
27,uppa.it,Health > Womens Health,=,00:01:03,1.39,76.87%,Health
28,natalben.com,Health > Womens Health,=,00:01:09,1.5,77.07%,Health
29,volleyballworld.com,Health > Womens Health,2,00:06:55,4.76,31.78%,Health
30,natera.com,Health > Womens Health,=,00:05:01,5.47,40.27%,Health
31,unclinic.ru,Health > Womens Health,7,00:01:15,1.36,58.56%,Health
32,americanpregnancy.org,Health > Womens Health,3,00:00:55,1.89,64.66%,Health
33,pregnancybirthbaby.org.au,Health > Womens Health,1,00:00:49,1.65,66.54%,Health
34,myplannedparenthoodchart.org,Health > Womens Health,5,00:06:31,6.69,23.68%,Health
35,annelertoplandik.com,Health > Womens Health,33,00:04:04,24.95,57.4%,Health
36,ng112.gov.tr,Health > Womens Health,=,00:12:14,6.04,20.38%,Health
37,peanut-app.io,Health > Womens Health,4,00:00:47,1.46,59.67%,Health
38,mamanatural.com,Health > Womens Health,6,00:00:59,1.87,60.24%,Health
39,babycenter.ca,Health > Womens Health,2,00:00:57,1.43,67.52%,Health
40,babycenter.com.au,Health > Womens Health,=,00:00:59,1.51,66.76%,Health
41,womenshealth.gov,Health > Womens Health,12,00:00:38,1.5,66.87%,Health
42,sistematodos.com.br,Health > Womens Health,9,00:33:40,16.21,15.1%,Health
43,marchofdimes.org,Health > Womens Health,2,00:00:51,1.68,64.5%,Health
44,mylofamily.com,Health > Womens Health,3,00:00:29,1.53,38.71%,Health
45,joinmidi.com,Health > Womens Health,2,00:01:10,4.16,52.31%,Health
46,frauenaerzte-im-netz.de,Health > Womens Health,=,00:00:50,1.31,76.27%,Health
47,ovufriend.pl,Health > Womens Health,3,00:05:36,2.55,42.11%,Health
48,rcog.org.uk,Health > Womens Health,=,00:03:54,4.99,52.63%,Health
49,docasap.com,Health > Womens Health,2,00:04:20,3.73,34%,Health
50,thewomens.org.au,Health > Womens Health,10,00:00:58,1.67,61.16%,Health
1,airbus.com,Heavy Industry and Engineering > Aerospace and Defense,=,00:05:22,8.81,33.69%,Heavy Industry and Engineering
2,boeing.com,Heavy Industry and Engineering > Aerospace and Defense,=,00:05:28,5.74,35.24%,Heavy Industry and Engineering
3,lockheedmartin.com,Heavy Industry and Engineering > Aerospace and Defense,1,00:01:12,1.94,59.68%,Heavy Industry and Engineering
4,baesystems.com,Heavy Industry and Engineering > Aerospace and Defense,=,00:02:02,3.3,48.12%,Heavy Industry and Engineering
5,thalesgroup.com,Heavy Industry and Engineering > Aerospace and Defense,2,00:02:17,3.98,49.37%,Heavy Industry and Engineering
6,empowermx.com,Heavy Industry and Engineering > Aerospace and Defense,1,00:06:28,5.78,21.19%,Heavy Industry and Engineering
7,northropgrumman.com,Heavy Industry and Engineering > Aerospace and Defense,1,00:01:55,3.91,48.28%,Heavy Industry and Engineering
8,geaerospace.com,Heavy Industry and Engineering > Aerospace and Defense,=,00:03:00,3.99,39.22%,Heavy Industry and Engineering
9,imbank.co.kr,Heavy Industry and Engineering > Aerospace and Defense,2,00:02:03,3.15,47.8%,Heavy Industry and Engineering
10,rocket.com,Heavy Industry and Engineering > Aerospace and Defense,10,00:01:27,3.65,72.39%,Heavy Industry and Engineering
11,bombardier.com,Heavy Industry and Engineering > Aerospace and Defense,2,00:03:04,5.06,40.35%,Heavy Industry and Engineering
12,rosatom.ru,Heavy Industry and Engineering > Aerospace and Defense,1,00:03:56,4.93,42.92%,Heavy Industry and Engineering
13,aircraftspruce.com,Heavy Industry and Engineering > Aerospace and Defense,3,00:04:15,4.95,39.4%,Heavy Industry and Engineering
14,leonardo.com,Heavy Industry and Engineering > Aerospace and Defense,2,00:01:58,2.85,43.31%,Heavy Industry and Engineering
15,bravocompanyusa.com,Heavy Industry and Engineering > Aerospace and Defense,4,00:02:12,3.93,39.13%,Heavy Industry and Engineering
16,ulkm.ru,Heavy Industry and Engineering > Aerospace and Defense,5,00:15:11,20.48,27.39%,Heavy Industry and Engineering
17,accuristech.com,Heavy Industry and Engineering > Aerospace and Defense,2,00:02:03,2.58,47.55%,Heavy Industry and Engineering
18,ooo-nemo.ru,Heavy Industry and Engineering > Aerospace and Defense,3,00:06:01,6.44,13.93%,Heavy Industry and Engineering
19,aeroexpo.online,Heavy Industry and Engineering > Aerospace and Defense,3,00:01:02,2.33,50.7%,Heavy Industry and Engineering
20,avia-pro.net,Heavy Industry and Engineering > Aerospace and Defense,6,00:00:21,1.67,54.91%,Heavy Industry and Engineering
21,textron.com,Heavy Industry and Engineering > Aerospace and Defense,1,00:18:15,7.26,32.67%,Heavy Industry and Engineering
22,ga.com,Heavy Industry and Engineering > Aerospace and Defense,5,00:05:48,6.29,35.57%,Heavy Industry and Engineering
23,paluba.media,Heavy Industry and Engineering > Aerospace and Defense,=,00:00:27,1.37,63.29%,Heavy Industry and Engineering
24,aerocourse.com,Heavy Industry and Engineering > Aerospace and Defense,12,00:02:25,1.33,84.16%,Heavy Industry and Engineering
25,boeingdistribution.com,Heavy Industry and Engineering > Aerospace and Defense,7,00:10:50,5.07,46.15%,Heavy Industry and Engineering
26,embraer.com,Heavy Industry and Engineering > Aerospace and Defense,9,00:01:19,2.49,44.96%,Heavy Industry and Engineering
27,kongsberg.com,Heavy Industry and Engineering > Aerospace and Defense,1,00:01:34,2.98,53.64%,Heavy Industry and Engineering
28,sita.aero,Heavy Industry and Engineering > Aerospace and Defense,4,00:01:18,3.29,47.8%,Heavy Industry and Engineering
29,collinsaerospace.com,Heavy Industry and Engineering > Aerospace and Defense,1,00:01:20,2.21,49.81%,Heavy Industry and Engineering
30,pilottraining.ca,Heavy Industry and Engineering > Aerospace and Defense,3,00:19:33,42.15,30.54%,Heavy Industry and Engineering
31,dassault-aviation.com,Heavy Industry and Engineering > Aerospace and Defense,4,00:01:58,3.69,43.63%,Heavy Industry and Engineering
32,airship.com,Heavy Industry and Engineering > Aerospace and Defense,2,00:03:08,3.44,45.45%,Heavy Industry and Engineering
33,ilsmart.com,Heavy Industry and Engineering > Aerospace and Defense,1,00:12:44,8.67,20.8%,Heavy Industry and Engineering
34,diehl.com,Heavy Industry and Engineering > Aerospace and Defense,22,00:02:36,4.1,41.99%,Heavy Industry and Engineering
35,ball.com,Heavy Industry and Engineering > Aerospace and Defense,20,00:01:13,3.04,46.21%,Heavy Industry and Engineering
36,parttarget.com,Heavy Industry and Engineering > Aerospace and Defense,4,00:02:37,2.51,42.09%,Heavy Industry and Engineering
37,guns.club,Heavy Industry and Engineering > Aerospace and Defense,12,00:00:58,1.95,61.81%,Heavy Industry and Engineering
38,aviationid.com,Heavy Industry and Engineering > Aerospace and Defense,107,00:02:15,5.9,20.28%,Heavy Industry and Engineering
39,gd.com,Heavy Industry and Engineering > Aerospace and Defense,=,00:02:12,5.09,41.17%,Heavy Industry and Engineering
40,wbparts.com,Heavy Industry and Engineering > Aerospace and Defense,3,00:02:02,2.19,51.22%,Heavy Industry and Engineering
41,m14forum.com,Heavy Industry and Engineering > Aerospace and Defense,10,00:01:24,1.81,52.01%,Heavy Industry and Engineering
42,jetinsight.com,Heavy Industry and Engineering > Aerospace and Defense,6,00:05:52,5.45,23.09%,Heavy Industry and Engineering
43,airbushelicopters.com,Heavy Industry and Engineering > Aerospace and Defense,2,00:02:48,4.4,21.52%,Heavy Industry and Engineering
44,careers.ford.com,Heavy Industry and Engineering > Aerospace and Defense,6,00:00:52,1.8,65.09%,Heavy Industry and Engineering
45,jobyaviation.com,Heavy Industry and Engineering > Aerospace and Defense,4,00:00:59,2.01,44.58%,Heavy Industry and Engineering
46,comac.cc,Heavy Industry and Engineering > Aerospace and Defense,7,00:04:40,6.89,29.52%,Heavy Industry and Engineering
47,dassaultfalcon.com,Heavy Industry and Engineering > Aerospace and Defense,12,00:01:52,3.61,38.49%,Heavy Industry and Engineering
48,fireflyspace.com,Heavy Industry and Engineering > Aerospace and Defense,13,00:01:02,2.55,43.8%,Heavy Industry and Engineering
49,bellflight.com,Heavy Industry and Engineering > Aerospace and Defense,=,00:00:54,2.16,45.37%,Heavy Industry and Engineering
50,rockwellcollins.com,Heavy Industry and Engineering > Aerospace and Defense,22,00:02:29,3.76,25.31%,Heavy Industry and Engineering
1,nonghyup.com,Heavy Industry and Engineering > Agriculture,=,00:06:18,9.01,17.03%,Heavy Industry and Engineering
2,xsion-service.com,Heavy Industry and Engineering > Agriculture,=,00:04:18,2.81,27.98%,Heavy Industry and Engineering
3,agrarheute.com,Heavy Industry and Engineering > Agriculture,1,00:01:19,1.69,61.21%,Heavy Industry and Engineering
4,farmer.pl,Heavy Industry and Engineering > Agriculture,1,00:00:53,1.73,38.12%,Heavy Industry and Engineering
5,agroinform.hu,Heavy Industry and Engineering > Agriculture,1,00:04:00,4.49,53.94%,Heavy Industry and Engineering
6,ruralking.com,Heavy Industry and Engineering > Agriculture,1,00:02:50,3.65,45.12%,Heavy Industry and Engineering
7,wur.nl,Heavy Industry and Engineering > Agriculture,=,00:05:57,5.51,34.75%,Heavy Industry and Engineering
8,canalrural.com.br,Heavy Industry and Engineering > Agriculture,9,00:00:46,1.7,63.28%,Heavy Industry and Engineering
9,tygodnik-rolniczy.pl,Heavy Industry and Engineering > Agriculture,=,00:01:36,1.28,55.74%,Heavy Industry and Engineering
10,aurena.at,Heavy Industry and Engineering > Agriculture,6,00:08:53,14.5,35.02%,Heavy Industry and Engineering
11,noticiasagricolas.com.br,Heavy Industry and Engineering > Agriculture,3,00:01:32,1.63,66.21%,Heavy Industry and Engineering
12,landwirt.com,Heavy Industry and Engineering > Agriculture,1,00:07:04,8.84,35.2%,Heavy Industry and Engineering
13,embrapa.br,Heavy Industry and Engineering > Agriculture,3,00:03:14,2.32,47.49%,Heavy Industry and Engineering
14,takii.co.jp,Heavy Industry and Engineering > Agriculture,5,00:02:02,3.26,44.95%,Heavy Industry and Engineering
15,landi.ch,Heavy Industry and Engineering > Agriculture,1,00:02:24,3.45,47.72%,Heavy Industry and Engineering
16,topagrar.pl,Heavy Industry and Engineering > Agriculture,3,00:01:39,1.26,53.57%,Heavy Industry and Engineering
17,wiescirolnicze.pl,Heavy Industry and Engineering > Agriculture,6,00:01:01,1.68,38.88%,Heavy Industry and Engineering
18,tractordata.com,Heavy Industry and Engineering > Agriculture,3,00:02:28,3.44,47.43%,Heavy Industry and Engineering
19,kramp.com,Heavy Industry and Engineering > Agriculture,1,00:10:21,9.19,23.26%,Heavy Industry and Engineering
20,agroserver.ru,Heavy Industry and Engineering > Agriculture,6,00:02:50,4.1,43.56%,Heavy Industry and Engineering
21,agrofoto.pl,Heavy Industry and Engineering > Agriculture,3,00:04:03,3.15,33.47%,Heavy Industry and Engineering
22,cenyrolnicze.pl,Heavy Industry and Engineering > Agriculture,10,00:00:39,1.72,31.87%,Heavy Industry and Engineering
23,agcocorp.com,Heavy Industry and Engineering > Agriculture,5,00:08:15,8.05,27.94%,Heavy Industry and Engineering
24,thefarmingforum.co.uk,Heavy Industry and Engineering > Agriculture,5,00:05:19,6.16,45.36%,Heavy Industry and Engineering
25,agrolink.com.br,Heavy Industry and Engineering > Agriculture,2,00:04:32,2.24,64.02%,Heavy Industry and Engineering
26,pleinchamp.com,Heavy Industry and Engineering > Agriculture,2,00:01:06,1.91,55.21%,Heavy Industry and Engineering
27,tractorbynet.com,Heavy Industry and Engineering > Agriculture,6,00:01:33,1.97,64.57%,Heavy Industry and Engineering
28,traktorpool.de,Heavy Industry and Engineering > Agriculture,6,00:06:07,6.12,37.79%,Heavy Industry and Engineering
29,mfrural.com.br,Heavy Industry and Engineering > Agriculture,4,00:02:43,3.14,51.02%,Heavy Industry and Engineering
30,shop.takii.co.jp,Heavy Industry and Engineering > Agriculture,8,00:02:10,3.8,58.2%,Heavy Industry and Engineering
31,toro.com,Heavy Industry and Engineering > Agriculture,=,00:03:08,3.96,44.07%,Heavy Industry and Engineering
32,kubota.co.jp,Heavy Industry and Engineering > Agriculture,1,00:05:18,5.19,35.83%,Heavy Industry and Engineering
33,naro.go.jp,Heavy Industry and Engineering > Agriculture,1,00:09:51,8.3,54.85%,Heavy Industry and Engineering
34,ama.at,Heavy Industry and Engineering > Agriculture,52,00:06:45,3.46,57.67%,Heavy Industry and Engineering
35,bighaat.com,Heavy Industry and Engineering > Agriculture,5,00:02:54,2.77,51.35%,Heavy Industry and Engineering
36,salon-agriculture.com,Heavy Industry and Engineering > Agriculture,680,00:03:00,4.18,55.03%,Heavy Industry and Engineering
37,foodmate.net,Heavy Industry and Engineering > Agriculture,1,00:03:16,4.47,41.88%,Heavy Industry and Engineering
38,sakata-tsushin.com,Heavy Industry and Engineering > Agriculture,16,00:01:38,1.63,71.42%,Heavy Industry and Engineering
39,provenwinners.com,Heavy Industry and Engineering > Agriculture,10,00:02:57,3.38,52.32%,Heavy Industry and Engineering
40,machinio.com,Heavy Industry and Engineering > Agriculture,10,00:03:52,8.43,42.17%,Heavy Industry and Engineering
41,fairpoint.net,Heavy Industry and Engineering > Agriculture,59,00:10:12,3.88,35.15%,Heavy Industry and Engineering
42,agribegri.com,Heavy Industry and Engineering > Agriculture,23,00:05:02,3.37,50.73%,Heavy Industry and Engineering
43,siteone.com,Heavy Industry and Engineering > Agriculture,=,00:03:16,4.07,43.11%,Heavy Industry and Engineering
44,terre-net.fr,Heavy Industry and Engineering > Agriculture,1,00:01:29,2.01,60.39%,Heavy Industry and Engineering
45,arboristsite.com,Heavy Industry and Engineering > Agriculture,10,00:02:06,1.9,59.75%,Heavy Industry and Engineering
46,landandfarm.com,Heavy Industry and Engineering > Agriculture,7,00:05:06,5.89,45.71%,Heavy Industry and Engineering
47,bigiron.com,Heavy Industry and Engineering > Agriculture,5,00:03:11,7.25,36.97%,Heavy Industry and Engineering
48,fwi.co.uk,Heavy Industry and Engineering > Agriculture,2,00:01:09,1.88,60.19%,Heavy Industry and Engineering
49,agweb.com,Heavy Industry and Engineering > Agriculture,5,00:01:24,1.68,63.94%,Heavy Industry and Engineering
50,sakata-netshop.com,Heavy Industry and Engineering > Agriculture,9,00:03:17,5.06,30.6%,Heavy Industry and Engineering
1,skyscrapercity.com,Heavy Industry and Engineering > Architecture,=,00:06:09,7.45,18.77%,Heavy Industry and Engineering
2,archdaily.com,Heavy Industry and Engineering > Architecture,=,00:04:43,16.65,37.23%,Heavy Industry and Engineering
3,larchitetto.it,Heavy Industry and Engineering > Architecture,=,00:01:27,1.33,83.15%,Heavy Industry and Engineering
4,architecturaldigest.in,Heavy Industry and Engineering > Architecture,=,00:00:41,1.68,39.11%,Heavy Industry and Engineering
5,ad-italia.it,Heavy Industry and Engineering > Architecture,=,00:00:37,1.5,37.48%,Heavy Industry and Engineering
6,chateauversailles.fr,Heavy Industry and Engineering > Architecture,=,00:04:07,5.6,38.42%,Heavy Industry and Engineering
7,skyscraperpage.com,Heavy Industry and Engineering > Architecture,4,00:04:27,7.04,29.4%,Heavy Industry and Engineering
8,architizer.com,Heavy Industry and Engineering > Architecture,1,00:01:42,3.51,49.72%,Heavy Industry and Engineering
9,hrp.org.uk,Heavy Industry and Engineering > Architecture,2,00:02:06,3.82,34.64%,Heavy Industry and Engineering
10,gooood.cn,Heavy Industry and Engineering > Architecture,2,00:07:12,8.66,39.77%,Heavy Industry and Engineering
11,sagradafamilia.org,Heavy Industry and Engineering > Architecture,1,00:04:13,4.34,38.16%,Heavy Industry and Engineering
12,archi.fr,Heavy Industry and Engineering > Architecture,6,00:04:07,5.11,34.33%,Heavy Industry and Engineering
13,archello.com,Heavy Industry and Engineering > Architecture,1,00:01:52,4.49,47.3%,Heavy Industry and Engineering
14,vigilantcitizen.com,Heavy Industry and Engineering > Architecture,1,00:03:24,2.6,54.79%,Heavy Industry and Engineering
15,usgbc.org,Heavy Industry and Engineering > Architecture,=,00:03:46,4.69,35.01%,Heavy Industry and Engineering
16,professionearchitetto.it,Heavy Industry and Engineering > Architecture,1,00:02:44,2.87,51.56%,Heavy Industry and Engineering
17,arquitecturaydiseno.es,Heavy Industry and Engineering > Architecture,1,00:00:44,2.44,34%,Heavy Industry and Engineering
18,archweb.com,Heavy Industry and Engineering > Architecture,1,00:03:58,7.01,34.04%,Heavy Industry and Engineering
19,re-thinkingthefuture.com,Heavy Industry and Engineering > Architecture,2,00:01:05,2.54,48.37%,Heavy Industry and Engineering
20,soloarquitectura.com,Heavy Industry and Engineering > Architecture,11,00:01:52,1.68,62.21%,Heavy Industry and Engineering
21,architectsjournal.co.uk,Heavy Industry and Engineering > Architecture,4,00:01:09,1.67,53.43%,Heavy Industry and Engineering
22,archinect.com,Heavy Industry and Engineering > Architecture,10,00:02:23,3.57,49.74%,Heavy Industry and Engineering
23,monuments-nationaux.fr,Heavy Industry and Engineering > Architecture,3,00:02:22,3.86,35.78%,Heavy Industry and Engineering
24,domusweb.it,Heavy Industry and Engineering > Architecture,3,00:01:04,1.84,56.94%,Heavy Industry and Engineering
25,arquitecturaviva.com,Heavy Industry and Engineering > Architecture,20,00:02:07,3.72,43.73%,Heavy Industry and Engineering
26,parametric-architecture.com,Heavy Industry and Engineering > Architecture,3,00:01:05,2.01,47.57%,Heavy Industry and Engineering
27,geoportal-krajowy.pl,Heavy Industry and Engineering > Architecture,7,00:04:52,17.3,39.02%,Heavy Industry and Engineering
28,aia.org,Heavy Industry and Engineering > Architecture,4,00:03:10,5.09,43.18%,Heavy Industry and Engineering
29,ncarb.org,Heavy Industry and Engineering > Architecture,6,00:03:36,5.65,38.2%,Heavy Industry and Engineering
30,deutsches-architekturforum.de,Heavy Industry and Engineering > Architecture,2,00:01:13,4.94,12.51%,Heavy Industry and Engineering
31,cadmapper.com,Heavy Industry and Engineering > Architecture,18,00:03:46,4.13,37.52%,Heavy Industry and Engineering
32,arq.com.mx,Heavy Industry and Engineering > Architecture,7,00:02:19,4.94,43.83%,Heavy Industry and Engineering
33,wbmcc.nic.in,Heavy Industry and Engineering > Architecture,15,00:06:58,4.88,45.07%,Heavy Industry and Engineering
34,suncalc.org,Heavy Industry and Engineering > Architecture,2,00:17:32,31.07,24.72%,Heavy Industry and Engineering
35,siskom.waw.pl,Heavy Industry and Engineering > Architecture,13,00:01:07,1.81,43.51%,Heavy Industry and Engineering
36,archi.ru,Heavy Industry and Engineering > Architecture,1,00:01:37,3.02,52.81%,Heavy Industry and Engineering
37,kira.or.kr,Heavy Industry and Engineering > Architecture,3,00:04:10,6.87,36.17%,Heavy Industry and Engineering
38,vmspace.com,Heavy Industry and Engineering > Architecture,23,00:03:33,5.04,46.32%,Heavy Industry and Engineering
39,architecture.com,Heavy Industry and Engineering > Architecture,9,00:02:56,4.21,49.77%,Heavy Industry and Engineering
40,thearchitectsdiary.com,Heavy Industry and Engineering > Architecture,20,00:00:55,1.81,40.07%,Heavy Industry and Engineering
41,abcb.gov.au,Heavy Industry and Engineering > Architecture,16,00:03:38,3.44,44.97%,Heavy Industry and Engineering
42,urbanfile.org,Heavy Industry and Engineering > Architecture,1,00:01:06,2.37,37.3%,Heavy Industry and Engineering
